更新时间 2024-05-13

💘中央,#genre#
湖南卫视,http://110.178.52.190:8083/udp/239.1.1.28:8028
湖南卫视,https://node1.olelive.com:6443/live/HUNANHD/hls.m3u8

浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://tvbox.netsite.cc/proxy/1076829733/1076829733.m3u8
浙江卫视,http://tvbox.netsite.cc/proxy/1562317673/1562317673.m3u8
浙江卫视,http://64.140.167.170:8080/live/ydws7/hls.m3u8


深圳卫视,http://tvbox.netsite.cc/proxy/846832031/846832031.m3u8


东方卫视,http://64.140.167.170:8080/live/ydws2/hls.m3u8
东方卫视,http://36.248.223.25/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
东方卫视,http://125.210.150.58:9090/live/hzgq-dftvgq-h264.m3u8

星空卫视,http://171.108.239.76:8181/tsfile/live/1012_1.m3u8
星空卫视,http://vl15191373.imwork.net:8880/udp/239.93.0.156:2193
星空卫视,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8
星空卫视,http://119.34.189.27:33333/udp/224.1.100.13:11111

辽宁卫视,http://36.248.223.25/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
辽宁卫视,http://tvbox.netsite.cc/proxy/1767807342/1767807342.m3u8
辽宁卫视,https://node1.olelive.com:6443/live/LIAONINGHD/hls.m3u8

湖北卫视,http://tvbox.netsite.cc/proxy/1513765070/1513765070.m3u8
湖北卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖北卫视,http://117.44.0.239:20000/hls/79/index.m3u8

北京卫视,http://64.140.167.170:8080/live/bjws/hls.m3u8
北京卫视,http://36.248.223.25/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://125.210.150.58:9090/live/hzgq-bjgqws-h264.m3u8

河北卫视,http://117.10.59.110:8888/newlive/live/hls/48/live.m3u8
河北卫视,http://tvbox.netsite.cc/proxy/866823714/866823714.m3u8
河北卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293403.m3u8

河南卫视,http://tvbox.netsite.cc/proxy/1555831884/1555831884.m3u8
河南卫视,http://36.248.223.25/sx.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
河南卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000044BESTVSMGSMG/index.m3u8?m3u8_level=2

陕西卫视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel55/index.m3u8
陕西卫视,http://tvbox.netsite.cc/proxy/917851306/917851306.m3u8
陕西卫视,http://61.52.157.85:808/hls/51/index.m3u8

安徽卫视,http://64.140.167.170:8080/live/ydws9/hls.m3u8
安徽卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540416BESTVSMGSMG/index.m3u8?m3u8_level=2

东南卫视,http://64.140.167.170:8080/live/ydws11/hls.m3u8
东南卫视,http://tvbox.netsite.cc/proxy/605886267/605886267.m3u8
东南卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292503.m3u8

凤凰卫视,http://tvbox.netsite.cc/proxy/1650326537/1650326537.m3u8
凤凰卫视,http://64.140.167.170:8080/live/xsjgat2/hls.m3u8

凤凰卫视资讯台,http://120.41.124.228:8888/rtp/239.61.2.183:9086
凤凰卫视资讯台,http://27.153.80.205:4022/rtp/239.61.2.183:9086
凤凰卫视资讯台,http://27.154.214.56:8888/rtp/239.61.2.183:9086

凤凰卫视中文台,http://27.158.23.203:9999/rtp/239.61.2.184:9092
凤凰卫视中文台,http://183.142.58.150:8888/rtp/233.50.200.191:5140

日本(18+),#genre#
日本(18+)1,https://2.ddyunbo.com/20190904/HqGckgKl/index.m3u8
日本(18+)2,https://2.ddyunbo.com/20190904/m94xaoPh/index.m3u8
日本(18+)3,https://2.ddyunbo.com/20190908/1oZ5V2g2/index.m3u8
日本(18+)4,https://2.ddyunbo.com/20190904/wJoZlwtT/index.m3u8
日本(18+)5,https://2.ddyunbo.com/20190904/ZnGN7sEl/index.m3u8
日本(18+)6,https://2.ddyunbo.com/20190908/qvYslaAx/index.m3u8
日本(18+)7,https://2.ddyunbo.com/20190908/ETghLd5D/index.m3u8
日本(18+)8,https://2.ddyunbo.com/20190908/nvueB1Az/index.m3u8
日本(18+)9,https://2.ddyunbo.com/20190908/zSd2DI9R/index.m3u8
日本(18+)10,https://2.ddyunbo.com/20190914/dSIYelxz/index.m3u8
日本(18+)11,https://2.ddyunbo.com/20190914/TFWmOomT/index.m3u8
日本(18+)12,https://2.ddyunbo.com/20190914/vL0TDJOa/index.m3u8
日本(18+)13,https://2.ddyunbo.com/20190918/7mkn1AhN/index.m3u8
日本(18+)14,https://2.ddyunbo.com/20190923/WebyDiop/index.m3u8
日本(18+)15,https://2.ddyunbo.com/20191003/iRZV03AE/index.m3u8
日本(18+)16,https://2.ddyunbo.com/20191003/EuwbmURX/index.m3u8
日本(18+)17,https://2.ddyunbo.com/20191004/HjrnnnDD/index.m3u8
日本(18+)18,https://2.ddyunbo.com/20191004/GKWK7Q5F/index.m3u8
日本(18+)19,https://2.ddyunbo.com/20191004/3T6aTxbN/index.m3u8
日本(18+)20,https://2.ddyunbo.com/20191004/FxbqgEFY/index.m3u8
日本(18+)21,https://2.ddyunbo.com/20191004/rURK4pfY/index.m3u8
日本(18+)22,https://2.ddyunbo.com/20191007/7G1CWNc8/index.m3u8
日本(18+)23,https://2.ddyunbo.com/20191007/IFlq5eON/index.m3u8
日本(18+)24,https://2.ddyunbo.com/20191007/qISqWik0/index.m3u8


随机,#genre#
一本道,https://2.ddyunbo.com/20190904/HqGckgKl/index.m3u8
爆乳 完全版,https://2.ddyunbo.com/20190904/m94xaoPh/index.m3u8
神奶教練的淫語言指導,https://2.ddyunbo.com/20190908/1oZ5V2g2/index.m3u8
前澤小百合,https://2.ddyunbo.com/20190904/wJoZlwtT/index.m3u8
松視3台,https://2.ddyunbo.com/20190904/ZnGN7sEl/index.m3u8
潘朵啦粉紅台,https://2.ddyunbo.com/20190908/qvYslaAx/index.m3u8
香蕉台,https://2.ddyunbo.com/20190908/ETghLd5D/index.m3u8
彩虹電影台,https://2.ddyunbo.com/20190908/nvueB1Az/index.m3u8
PLAYBOY,https://2.ddyunbo.com/20190908/zSd2DI9R/index.m3u8
松視1台,https://2.ddyunbo.com/20190914/dSIYelxz/index.m3u8
驚艷成人電影台,https://2.ddyunbo.com/20190914/TFWmOomT/index.m3u8
彩虹e台,https://2.ddyunbo.com/20190914/vL0TDJOa/index.m3u8
JStar極限台,https://2.ddyunbo.com/20190918/7mkn1AhN/index.m3u8
前後反差淫亂露臉騷婊,https://2.ddyunbo.com/20190923/WebyDiop/index.m3u8
主播福利,https://2.ddyunbo.com/20191003/iRZV03AE/index.m3u8
HAPPY,https://2.ddyunbo.com/20191003/EuwbmURX/index.m3u8
松視2台,https://2.ddyunbo.com/20191004/HjrnnnDD/index.m3u8
二本道歐美版,https://2.ddyunbo.com/20191004/GKWK7Q5F/index.m3u8
香蕉台歐美版,https://2.ddyunbo.com/20191004/3T6aTxbN/index.m3u8
限制級電影,https://2.ddyunbo.com/20191004/FxbqgEFY/index.m3u8
俄羅斯成人5台,https://2.ddyunbo.com/20191004/rURK4pfY/index.m3u8
俄羅斯成人4台,https://2.ddyunbo.com/20191007/7G1CWNc8/index.m3u8
俄羅斯成人3台,https://2.ddyunbo.com/20191007/IFlq5eON/index.m3u8
俄羅斯成人2台,https://2.ddyunbo.com/20191007/qISqWik0/index.m3u8

家新专用,#genre#
carib-002,https://fc.maa1808.com/c/fpsvmyqlej/fpsvmyqlej.m3u8
carib-004,https://fc.maa1808.com/f/xuyanbincr/xuyanbincr.m3u8
carib-146,https://fc.maa1808.com/c/nofftnyelj/nofftnyelj.m3u8
carib-182,https://fc.maa1808.com/f/tveemkomvr/tveemkomvr.m3u8
carib-206,https://fc.maa1808.com/d/oduhcvyunk/oduhcvyunk.m3u8
carib-239,https://fc.maa1808.com/n/uvbinnjany/uvbinnjany.m3u8
carib-288,https://fc.maa1808.com/m/jtzgqcaxvw/jtzgqcaxvw.m3u8
carib-311,https://fc.maa1808.com/h/kmqtdxwjmz/kmqtdxwjmz.m3u8
carib-337,https://fc.maa1808.com/d/uuvombzvvi/uuvombzvvi.m3u8
carib-339,https://fc.maa1808.com/d/pqkdrfftpw/pqkdrfftpw.m3u8
carib-363,https://fc.maa1808.com/b/ravxbmkthk/ravxbmkthk.m3u8
carib-375,https://fc.maa1808.com/f/lpeelnsfwx/lpeelnsfwx.m3u8
carib-375,https://fc.maa1808.com/n/qwpcalfmpo/qwpcalfmpo.m3u8
carib-420,https://fc.maa1808.com/d/qzwkkcltyl/qzwkkcltyl.m3u8
carib-431,https://fc.maa1808.com/d/jestvkpubl/jestvkpubl.m3u8
carib-433,https://fc.maa1808.com/g/vphfeljbji/vphfeljbji.m3u8
carib-449,https://fc.maa1808.com/b/txaohlcqnn/txaohlcqnn.m3u8
carib-457,https://fc.maa1808.com/h/unxtgmrxzw/unxtgmrxzw.m3u8
carib-474,https://fc.maa1808.com/h/oqmoimljpr/oqmoimljpr.m3u8
carib-477,https://fc.maa1808.com/c/avmrmbmugl/avmrmbmugl.m3u8
carib-478,https://fc.maa1808.com/d/lhnviuaoqi/lhnviuaoqi.m3u8
carib-495,https://fc.maa1808.com/g/xvbqwmnpqm/xvbqwmnpqm.m3u8
carib-531,https://fc.maa1808.com/n/cekgvsrnrr/cekgvsrnrr.m3u8
carib-533,https://fc.maa1808.com/f/dkpfeyqgrj/dkpfeyqgrj.m3u8
carib-541,https://fc.maa1808.com/c/rhmiiydppe/rhmiiydppe.m3u8
carib-563,https://fc.maa1808.com/f/pwkupqugdm/pwkupqugdm.m3u8
carib-563,https://fc.maa1808.com/d/qscypinana/qscypinana.m3u8
carib-589,https://fc.maa1808.com/n/okjmiigqsr/okjmiigqsr.m3u8
carib-639,https://fc.maa1808.com/n/rpsqccbbug/rpsqccbbug.m3u8
carib-665,https://fc.maa1808.com/c/mrpmoinlmj/mrpmoinlmj.m3u8
carib-665,https://fc.maa1808.com/g/oplnohpsmh/oplnohpsmh.m3u8
carib-674,https://fc.maa1808.com/g/jtlmkjipqv/jtlmkjipqv.m3u8
carib-675,https://fc.maa1808.com/c/qmlpmophlh/qmlpmophlh.m3u8
carib-710,https://fc.maa1808.com/h/mesmnroogk/mesmnroogk.m3u8
carib-717,https://fc.maa1808.com/f/ssoskhqgml/ssoskhqgml.m3u8
carib-744,https://fc.maa1808.com/c/kmiorrpitk/kmiorrpitk.m3u8
carib-758,https://fc.maa1808.com/c/rnpmkvqfrr/rnpmkvqfrr.m3u8
heyzo-0705,https://fc.maa1808.com/e/hacddcsdtd/hacddcsdtd.m3u8
heyzo-1199,https://fc.maa1808.com/d/bysmgbtdit/bysmgbtdit.m3u8
heyzo-1243,https://fc.maa1808.com/c/iqwejgyxjo/iqwejgyxjo.m3u8
heyzo-1262,https://fc.maa1808.com/d/fhctzryess/fhctzryess.m3u8
heyzo-1275,https://fc.maa1808.com/m/yifrmmuwzg/yifrmmuwzg.m3u8
heyzo-1395,https://fc.maa1808.com/n/navpsngdew/navpsngdew.m3u8
heyzo-1478,https://fc.maa1808.com/c/tbpdlnyuix/tbpdlnyuix.m3u8
heyzo-1544,https://fc.maa1808.com/h/xfjsphiogs/xfjsphiogs.m3u8
heyzo-1570,https://fc.maa1808.com/b/xisxqtvjhu/xisxqtvjhu.m3u8
heyzo-1590,https://fc.maa1808.com/m/qyqycucecx/qyqycucecx.m3u8
heyzo-1601,https://fc.maa1808.com/d/mdsjynuabc/mdsjynuabc.m3u8
heyzo-1638,https://fc.maa1808.com/n/hvxlbaoohy/hvxlbaoohy.m3u8
heyzo-1691,https://fc.maa1808.com/d/gxoiwurbtv/gxoiwurbtv.m3u8
heyzo-1722,https://fc.maa1808.com/f/xbztwfweja/xbztwfweja.m3u8
heyzo-1786,https://fc.maa1808.com/b/ehazmnswdt/ehazmnswdt.m3u8
pondo-273,https://fc.maa1808.com/g/pzvktykubw/pzvktykubw.m3u8
pondo-311,https://fc.maa1808.com/c/vkitdntxfe/vkitdntxfe.m3u8
pondo-350,https://fc.maa1808.com/h/fmrcohtytf/fmrcohtytf.m3u8
pondo-366,https://fc.maa1808.com/c/wgucctcnwb/wgucctcnwb.m3u8
pondo-419,https://fc.maa1808.com/b/ptytphcyus/ptytphcyus.m3u8
pondo-450,https://fc.maa1808.com/f/omlrqipols/omlrqipols.m3u8
pondo-488,https://fc.maa1808.com/g/ibktjjcjvi/ibktjjcjvi.m3u8
pondo-518,https://fc.maa1808.com/h/uglvzhiqwb/uglvzhiqwb.m3u8
pondo-559,https://fc.maa1808.com/h/ibogkqnaah/ibogkqnaah.m3u8
pondo-597,https://fc.maa1808.com/n/iqphtushdl/iqphtushdl.m3u8
pondo-613,https://fc.maa1808.com/e/vwiedbxdkp/vwiedbxdkp.m3u8
pondo-618,https://fc.maa1808.com/c/dyostrmwue/dyostrmwue.m3u8
pondo-764,https://fc.maa1808.com/g/rgihjwnolt/rgihjwnolt.m3u8
pondo-793,https://fc.maa1808.com/f/kpprkumlkh/kpprkumlkh.m3u8

女优代表作,#genre#
水谷心音BEST2,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-053017_437/index.m3u8
縦型動画012～SSR虎の子の潮吹～上原亜衣,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-053117_001/index.m3u8
恍惚～生島涼,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-060217_438/index.m3u8
放課後～希咲良,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-060317_439/index.m3u8
巨乳浴衣娘折原ほのか,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-060617_440/index.m3u8
THE未公開双葉みお,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-060717_001/index.m3u8
咲乃柑菜,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-060917_441/index.m3u8
視界侵入～村上涼子,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-061017_442/index.m3u8
極上泡姫物語Vol.52真咲アイラ,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-061317_443/index.m3u8
未公開～大失禁～希咲良,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-061417_444/index.m3u8
嫌の女顔射水島にな,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-061617_445/index.m3u8
卑猥星咲優菜,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-061717_446/index.m3u8
潮吹～白石真琴,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-062117_448/index.m3u8
～神田るな,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-062317_449/index.m3u8
緊縛研究所～双葉みお,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-062417_450/index.m3u8
男按摩,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-062617_451/index.m3u8
羽田真里BEST,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-062917_452/index.m3u8
生島涼,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-063017_453/index.m3u8
木村美羽,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-070117_454/index.m3u8
熟女の放尿娘～北島玲美涼りな,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-070517_456/index.m3u8
視界侵入！挿入～北川レイラ,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-070717_457/index.m3u8
真琴りょう,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-070817_458/index.m3u8
女熱大陸File.056米倉のあ,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071117_459/index.m3u8
我慢大会～七瀬リナ,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071217_460/index.m3u8
縦型動画013～画面の尻穴陰毛～梢あをな,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_001/index.m3u8
顔面騎乗位～観月奏,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_003/index.m3u8
下品～北島玲,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_004/index.m3u8
縦型動画017～小悪魔～美月るな,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_005/index.m3u8
経験の女性～上条藍,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_007/index.m3u8
謎の熟女祥子～高嶋祥子,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_008/index.m3u8
講師～生島涼,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_009/index.m3u8
顔面騎乗位～咲乃柑菜,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071317_010/index.m3u8
女仆希咲良,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071517_462/index.m3u8
二輪車冴君麻衣子上原まさき,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-071817_463/index.m3u8
下全裸、星咲優菜,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-072517_467/index.m3u8
未公開～原ちとせ碧木凛桃井りの羽多野しずく,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-072617_468/index.m3u8
黒木澪,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-072917_470/index.m3u8
魅惑枢木みかん,http://videocdn.quweikm.com:8091/20181101/hd_caribbeancom-080117_471/index.m3u8
葵千恵千野くるみ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-080417_473/index.m3u8
極上泡姫物語Vol.53生島涼,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-080817_475/index.m3u8
卑猥水着講座～並木あゆ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081017_002/index.m3u8
君島アンナ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081017_003/index.m3u8
碧しの,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081017_005/index.m3u8
希咲あや蒼井さくら真琴りょう,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081017_006/index.m3u8
超高速生騎乗位～立花瑠莉,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081117_477/index.m3u8
僕の彼女北川レイラ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081217_478/index.m3u8
温泉旅行逢沢はるか美月優芽,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081517_479/index.m3u8
放尿～黒木澪,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081617_480/index.m3u8
中出3連発水島にな,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-081917_483/index.m3u8
僕の彼女白石真琴,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-082217_484/index.m3u8
THE未公開～生島涼,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-082317_485/index.m3u8
米倉のあ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-082517_486/index.m3u8
恍猛烈交尾～如月ジュリ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-082917_488/index.m3u8
早抜咲乃柑菜BEST,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-083017_489/index.m3u8
木村美羽の家撮影木村美羽,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-083117_490/index.m3u8
令嬢召使渋谷ひとみ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-090117_491/index.m3u8
北山かんな,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancom-090217_492/index.m3u8
上原亜衣江波りゅう朝桐光希咲エマ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-033117_001/index.m3u8
月刊美咲結衣,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-060217_001/index.m3u8
月刊大橋ひとみ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-060917_002/index.m3u8
SModel172丘咲エミリ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-062317_001/index.m3u8
THE処女　大人の階段の生娘,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-062417_001/index.m3u8
奴隷妻中島京子,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-062717_002/index.m3u8
EBUT華城まや,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-063017_001/index.m3u8
水着白石真琴,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-070717_001/index.m3u8
THE巨乳Ⅲ～北山かんな初音ろりあ篠田あゆみ小向美奈子,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-070817_001/index.m3u8
巨乳自慢の彼女ゆうき美羽,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-071417_001/index.m3u8
KIRARI138桃井りの,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-072117_001/index.m3u8
THE潮吹洪水～加藤えま越川アメリ一条リオン千野くるみ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-072217_002/index.m3u8
DIRTYSCHOOLGIRLS01完全版,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-072617_003/index.m3u8
制服JK性交さくらみゆき,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-072817_001/index.m3u8
絶対24時七瀬リナ,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-080417_001/index.m3u8
図鑑村上佳苗,http://videocdn.quweikm.com:8091/20180930/hd_caribbeancompr-081017_002/index.m3u8



一本道AV,#genre#
一本道,http://video1.rhsj520.com:8091/nyrm3/20180105/3/050313-328/1500kb/hls/index.m3u8
一本道720P21,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/111615_191-1pon/index.m3u8
一本道720P22,https://videocdnbaidu.rhsj520.com/2/rnmy2/20181123/5/111415_190-1pon/index.m3u8
